date,BTCUSDT,ETHUSDT,BNBUSDT,XRPUSDT,DOGEUSDT,ADAUSDT,MATICUSDT,LTCUSDT,TRXUSDT,DOTUSDT,SOLUSDT,AVAXUSDT,XMRUSDT,ATOMUSDT,TONUSDT,ETCUSDT,BCHUSDT,XLMUSDT,ALGOUSDT,VETUSDT,FILUSDT,NEARUSDT,EOSUSDT,HBARUSDT,THETAUSDT
2023-02-13,21773.97,0,0,0,0.08209,0,0,0,0,0,20.77,0,0,0,0,0,123.8,0.085,0,0,0,0,0,0,0
2023-02-12,21783.54,1514.83,312.6,0.3747,0.08215,0.3641,1.236,92.51,0.06388,6.181,21.49,17.78,159.5,13.539,0,21.06,122.9,0.0851,0.2474,0.02358,4.919,2.237,1.042,0.0868,1.067
2023-02-11,21862.55,1538.51,310.4,0.3833,0.08225,0.3684,1.2493,94.28,0.06372,6.278,20.81,18.01,161.4,13.749,0,21.49,124.6,0.0862,0.2566,0.02388,5.102,2.285,1.057,0.0881,1.076
2023-02-10,21625.19,1513.06,305.8,0.3817,0.08089,0.3581,1.2298,93.34,0.06329,6.186,20.11,17.79,154.7,13.705,0,20.97,124.3,0.0857,0.251,0.02357,4.848,2.25,1.052,0.0761,1.05
2023-02-09,21796.35,1545.35,306.2,0.3819,0.08144,0.3622,1.2297,92.05,0.06265,6.235,20.48,17.9,152.6,13.53,0,20.9,126.6,0.0857,0.2548,0.02329,4.789,2.27,1.044,0.0716,1.046
2023-02-08,22963.0,1650.43,328.2,0.3975,0.09018,0.3942,1.3062,99.22,0.06695,6.757,23.22,20.11,165.6,15.151,0,22.64,131.6,0.091,0.2899,0.0258,5.442,2.639,1.084,0.0752,1.142
2023-02-07,23240.46,1671.03,333.0,0.4036,0.09253,0.3989,1.2699,100.86,0.06577,6.941,23.82,20.83,168.2,14.957,0,23.2,135.9,0.092,0.2801,0.02595,5.537,2.493,1.112,0.0748,1.195
2023-02-06,22762.52,1614.29,324.3,0.392,0.08955,0.3823,1.191,95.93,0.06316,6.494,22.66,19.58,164.5,14.143,0,22.13,131.5,0.0889,0.2546,0.02391,5.125,2.308,1.059,0.0675,1.072
2023-02-05,22932.91,1629.02,327.8,0.3984,0.09203,0.3923,1.2028,96.63,0.06411,6.637,23.47,20.08,166.6,14.736,0,22.85,134.4,0.0909,0.257,0.0242,5.299,2.386,1.082,0.0699,1.096
2023-02-04,23326.84,1666.38,330.4,0.4106,0.09567,0.3994,1.2545,98.51,0.06384,6.873,24.34,21.04,172.3,14.665,0,23.81,138.0,0.0929,0.2671,0.02491,5.521,2.501,1.107,0.0733,1.118
2023-02-03,23431.9,1663.52,332.2,0.4117,0.09293,0.4038,1.246,99.86,0.06416,7.008,24.69,21.36,171.8,14.992,0,23.17,137.9,0.093,0.271,0.02483,5.675,2.507,1.096,0.0722,1.118
2023-02-02,23488.94,1643.12,323.5,0.4098,0.09099,0.3981,1.181,98.64,0.06383,6.543,24.32,21.21,173.1,14.407,0,22.42,136.7,0.0918,0.2551,0.0241,5.473,2.444,1.07,0.067,1.069
2023-02-01,23732.66,1641.68,317.0,0.4131,0.09403,0.397,1.1937,100.33,0.06312,6.467,25.0,20.95,177.7,14.925,0,22.35,136.2,0.0923,0.2509,0.02478,5.687,2.427,1.077,0.0696,1.085
2023-01-31,23125.13,1585.33,312.0,0.4057,0.09612,0.3902,1.1094,94.09,0.06218,6.26,23.92,19.8,177.5,13.362,0,21.69,133.3,0.0906,0.2414,0.02312,5.229,2.328,1.063,0.0645,1.025
2023-01-30,22826.15,1566.2,307.2,0.3934,0.08837,0.3725,1.0875,91.37,0.06227,6.19,23.96,19.74,175.9,13.073,0,21.35,131.2,0.0899,0.2393,0.02305,5.098,2.307,1.049,0.064,1.015
2023-01-29,23742.3,1644.72,317.2,0.4134,0.09009,0.3975,1.178,94.84,0.06378,6.611,26.07,20.99,186.3,13.803,0,22.75,136.6,0.0944,0.2616,0.02459,5.477,2.571,1.114,0.0694,1.108
2023-01-28,23022.6,1572.1,306.1,0.4078,0.08773,0.3819,1.1442,89.67,0.06312,6.397,24.0,20.54,184.2,13.22,0,21.72,132.7,0.0928,0.2572,0.02414,5.274,2.47,1.093,0.0668,1.073
2023-01-27,23074.16,1597.62,308.0,0.4128,0.08723,0.3898,1.1588,88.89,0.06366,6.585,24.43,21.2,179.9,13.532,0,22.02,135.2,0.0926,0.2545,0.02488,5.391,2.557,1.112,0.0694,1.118
2023-01-26,23009.65,1601.09,304.7,0.4092,0.08633,0.3796,1.124,87.52,0.06172,6.472,24.33,18.08,172.0,13.111,0,21.98,134.0,0.092,0.2452,0.02383,5.433,2.521,1.088,0.0669,1.059
2023-01-25,23060.94,1611.94,306.9,0.417,0.08654,0.3732,0.992,89.38,0.0618,6.399,24.52,17.79,173.2,13.561,0,21.84,131.8,0.0924,0.2443,0.02299,5.45,2.545,1.09,0.067,1.05
2023-01-24,22632.89,1555.97,300.3,0.4078,0.08392,0.3587,0.9555,87.19,0.06019,6.191,22.78,17.0,172.1,12.445,0,21.18,128.2,0.0904,0.2364,0.02185,4.994,2.355,1.037,0.0627,0.995
2023-01-23,22916.45,1626.29,305.1,0.4234,0.08851,0.375,0.9936,89.9,0.06273,6.56,24.33,17.97,179.0,13.06,0,22.79,133.2,0.0946,0.2496,0.02289,5.422,2.544,1.095,0.0684,1.069
2023-01-22,22707.88,1627.44,303.0,0.4004,0.08824,0.3764,0.9939,87.58,0.06166,6.207,24.21,17.34,177.2,13.328,0,22.55,128.6,0.091,0.2458,0.02219,5.427,2.399,1.082,0.069,1.069
2023-01-21,22783.55,1626.66,299.0,0.4034,0.08467,0.3687,0.9897,87.91,0.06172,6.237,24.57,16.88,172.9,13.083,0,21.8,128.0,0.0904,0.2388,0.0218,4.95,2.324,1.029,0.0717,1.009
2023-01-20,22667.21,1658.52,305.1,0.4129,0.08617,0.3652,1.026,90.28,0.06272,6.247,25.51,17.48,173.3,13.144,0,22.46,128.1,0.0889,0.2392,0.02236,4.741,2.388,1.046,0.0725,1.008
2023-01-19,21071.59,1551.09,294.6,0.3928,0.08161,0.3379,0.9528,84.21,0.06009,5.802,21.4,16.19,165.8,12.012,0,20.73,121.6,0.0844,0.2171,0.02031,4.404,2.096,0.98,0.0612,0.893
2023-01-18,20677.47,1511.43,286.7,0.3782,0.08,0.3264,0.938,82.62,0.05891,5.653,20.79,15.82,162.9,11.542,0,20.36,118.7,0.0824,0.2087,0.0197,4.252,1.972,0.958,0.054,0.867
2023-01-17,21134.81,1565.57,299.4,0.3868,0.08285,0.3455,0.9941,87.02,0.06168,5.956,22.86,17.12,171.7,12.155,0,21.84,122.7,0.0862,0.2283,0.02128,4.626,2.156,1.023,0.0544,0.962
2023-01-16,21185.65,1576.94,299.0,0.3855,0.08368,0.3504,1.0195,85.91,0.06242,5.812,23.58,16.74,168.0,12.342,0,21.87,124.2,0.0878,0.2341,0.02134,4.57,2.192,1.037,0.0538,0.916
2023-01-15,20871.5,1552.52,302.2,0.3845,0.08608,0.3507,0.9831,87.37,0.06231,5.929,22.89,16.8,174.4,12.778,0,22.4,124.8,0.088,0.2405,0.0211,4.699,2.24,1.063,0.0523,0.929
2023-01-14,20954.92,1549.9,305.1,0.3953,0.08729,0.3525,0.9981,87.84,0.06177,6.026,24.24,16.94,175.1,12.874,0,22.5,125.8,0.0873,0.2292,0.02074,4.804,2.251,1.052,0.0532,0.915
2023-01-13,19930.01,1451.2,293.7,0.3858,0.0845,0.3456,0.9304,86.23,0.0601,5.401,18.29,15.96,170.6,12.406,0,21.62,124.6,0.0846,0.2207,0.02012,4.018,1.956,1.012,0.0505,0.894
2023-01-12,18846.62,1415.92,287.7,0.3748,0.08025,0.3293,0.9152,86.09,0.0571,5.232,16.59,15.43,166.6,12.273,0,20.88,119.7,0.0816,0.2124,0.01884,3.852,1.831,0.99,0.0476,0.845
2023-01-11,17943.26,1389.39,284.8,0.3728,0.07814,0.323,0.8914,84.08,0.05652,5.135,16.36,15.86,168.7,11.856,0,20.52,109.9,0.0814,0.2102,0.01839,3.732,1.82,0.978,0.0458,0.834
2023-01-10,17440.66,1335.62,277.1,0.3507,0.07782,0.3222,0.8585,80.83,0.05486,4.92,16.2,12.73,161.2,11.327,0,20.23,107.4,0.0796,0.2037,0.01817,3.757,1.644,0.947,0.0445,0.814
2023-01-09,17178.26,1320.39,272.6,0.349,0.07566,0.3168,0.8426,81.62,0.05461,4.887,16.25,12.19,158.7,11.112,0,20.12,106.9,0.0794,0.1997,0.01747,3.774,1.642,0.936,0.0444,0.803
2023-01-08,17127.83,1290.16,274.9,0.3452,0.07363,0.2974,0.8407,78.68,0.05439,4.826,14.45,12.09,155.3,10.549,0,20.39,103.7,0.0773,0.1993,0.0171,3.447,1.647,0.911,0.0418,0.794
2023-01-07,16943.57,1264.07,261.3,0.3442,0.07219,0.2768,0.8063,76.4,0.05201,4.664,13.1,11.75,155.9,10.196,0,20.03,101.4,0.0756,0.1939,0.01637,3.299,1.56,0.891,0.0396,0.769
2023-01-06,16950.65,1269.14,259.9,0.3443,0.07241,0.2786,0.7992,75.91,0.05249,4.684,13.5,11.78,154.8,10.251,0,20.43,101.7,0.0751,0.189,0.01642,3.339,1.591,0.895,0.0392,0.76
2023-01-05,16831.85,1251.24,256.7,0.338,0.07152,0.2692,0.789,74.25,0.05374,4.62,13.43,11.74,156.1,10.085,0,18.23,101.2,0.0729,0.1835,0.01624,3.287,1.524,0.892,0.0384,0.75
2023-01-04,16850.36,1256.9,258.9,0.3472,0.07311,0.2678,0.8068,75.46,0.05477,4.632,13.43,12.08,150.9,10.196,0,19.2,101.5,0.0738,0.1869,0.0166,3.357,1.55,0.907,0.0385,0.753
2023-01-03,16675.18,1214.55,246.1,0.3436,0.07049,0.2529,0.7798,75.57,0.05483,4.526,13.37,11.38,148.4,10.157,0,15.89,99.6,0.0736,0.1843,0.01609,3.091,1.335,0.88,0.0382,0.736
2023-01-02,16672.87,1214.0,245.2,0.3482,0.0714,0.2538,0.7809,74.74,0.05517,4.492,11.28,11.16,147.8,9.818,0,16.12,99.3,0.0737,0.1809,0.01616,3.151,1.314,0.882,0.0389,0.751
2023-01-01,16616.75,1200.34,244.4,0.3387,0.07024,0.2499,0.7603,70.91,0.05481,4.371,9.99,10.87,148.5,9.462,0,15.79,96.8,0.0726,0.1773,0.01605,3.108,1.276,0.879,0.0381,0.733
2022-12-31,16542.4,1196.13,246.3,0.3389,0.07025,0.2458,0.7583,70.14,0.0545,4.309,9.97,10.9,147.3,9.353,0,15.69,97.0,0.071,0.1725,0.0158,3.01,1.256,0.862,0.0365,0.723
2022-12-30,16607.48,1199.99,245.8,0.3451,0.0684,0.2458,0.7612,67.94,0.05439,4.324,9.9,10.87,145.9,9.382,0,15.55,96.8,0.0724,0.1691,0.01568,2.98,1.277,0.863,0.0375,0.729
2022-12-29,16633.47,1200.49,246.3,0.3421,0.07094,0.244,0.7769,66.66,0.05402,4.309,9.64,10.98,145.6,9.33,0,15.7,98.4,0.072,0.1648,0.01572,2.977,1.297,0.865,0.0393,0.726
2022-12-28,16547.31,1190.15,244.5,0.3558,0.0704,0.2482,0.7827,66.32,0.05416,4.286,9.76,11.21,146.8,9.134,0,15.12,99.2,0.0717,0.167,0.01563,2.992,1.316,0.871,0.0407,0.751
2022-12-27,16706.36,1211.55,246.7,0.3675,0.07372,0.2603,0.8063,68.67,0.05415,4.478,11.09,11.64,145.6,9.215,0,15.87,101.7,0.0741,0.1701,0.01599,3.071,1.362,0.896,0.0423,0.758
2022-12-26,16919.39,1228.11,244.3,0.3658,0.07568,0.2652,0.8154,70.78,0.05459,4.571,11.32,11.71,146.7,9.183,0,16.25,103.4,0.0753,0.1715,0.01618,3.002,1.362,0.888,0.0439,0.775
2022-12-25,16832.11,1218.51,243.2,0.3457,0.07598,0.2591,0.795,69.15,0.05481,4.492,11.38,11.68,145.1,9.01,0,16.2,101.4,0.0739,0.1655,0.01616,2.964,1.332,0.878,0.0435,0.758
2022-12-24,16836.12,1220.41,244.5,0.3517,0.07752,0.2592,0.7958,65.76,0.05473,4.452,11.45,11.67,143.4,8.962,0,16.45,101.7,0.0743,0.1677,0.01626,2.933,1.337,0.881,0.0438,0.774
2022-12-23,16778.5,1219.99,246.2,0.3543,0.07721,0.2594,0.7991,65.75,0.05423,4.473,11.78,11.79,143.1,8.913,0,16.4,102.0,0.0754,0.1698,0.01627,2.967,1.341,0.885,0.0436,0.778
2022-12-22,16821.43,1217.71,245.8,0.3492,0.07685,0.2566,0.7966,66.21,0.05554,4.531,11.82,11.85,145.3,8.99,0,16.49,101.4,0.0758,0.1719,0.01638,2.995,1.322,0.888,0.0435,0.786
2022-12-21,16824.67,1213.78,246.2,0.3449,0.07374,0.2534,0.7938,65.4,0.05492,4.485,12.14,11.71,147.2,8.864,0,16.64,100.3,0.0752,0.1706,0.01639,2.979,1.307,0.889,0.0427,0.77
2022-12-20,16895.56,1216.94,251.4,0.3482,0.07483,0.2587,0.8012,65.55,0.05497,4.605,12.26,11.95,146.8,8.951,0,15.93,101.7,0.076,0.1787,0.01628,2.975,1.343,0.889,0.0428,0.774
2022-12-19,16438.88,1167.82,240.4,0.3389,0.07133,0.2529,0.7737,63.37,0.05356,4.481,11.94,11.39,143.8,8.644,0,15.2,98.4,0.0732,0.1742,0.01579,2.815,1.259,0.848,0.0409,0.734
2022-12-18,16738.21,1183.06,251.0,0.3499,0.07847,0.2659,0.8126,64.37,0.05378,4.657,12.38,11.93,144.0,8.857,0,15.94,102.0,0.0764,0.1881,0.01664,3.046,1.364,0.882,0.0438,0.75
2022-12-17,16776.52,1187.16,242.1,0.3545,0.07919,0.2672,0.8156,64.89,0.05486,4.708,12.51,11.95,143.4,8.803,0,16.2,103.1,0.0757,0.1945,0.01688,3.196,1.395,0.891,0.043,0.752
2022-12-16,16632.12,1166.83,231.2,0.3511,0.07569,0.2632,0.7953,66.25,0.05292,4.652,12.25,11.84,142.0,8.587,0,15.94,100.1,0.0743,0.1849,0.01688,3.018,1.37,0.873,0.0421,0.741
2022-12-15,17356.34,1266.54,258.8,0.378,0.08485,0.3003,0.8787,72.42,0.05577,5.23,14.04,13.17,149.1,9.426,0,18.19,107.2,0.0819,0.2102,0.01815,4.152,1.59,0.956,0.0458,0.822
2022-12-14,17803.15,1307.44,267.7,0.3853,0.08824,0.3079,0.9026,75.3,0.05558,5.215,14.12,13.71,148.8,9.591,0,18.77,109.1,0.083,0.2207,0.01874,4.227,1.659,0.977,0.0467,0.827
2022-12-13,17774.7,1320.69,272.2,0.3952,0.09105,0.3142,0.9244,77.39,0.0545,5.28,13.89,13.76,151.6,9.754,0,19.26,110.4,0.084,0.2239,0.01909,4.32,1.71,1.001,0.0478,0.849
2022-12-12,17209.83,1275.4,276.1,0.3874,0.09029,0.3069,0.9107,76.23,0.05352,5.17,13.31,13.0,150.6,9.622,0,18.55,106.3,0.0843,0.2184,0.01892,4.25,1.631,0.982,0.0473,0.828
2022-12-11,17085.05,1263.01,284.4,0.3809,0.09266,0.3074,0.8922,76.5,0.05397,5.17,13.42,12.98,150.6,9.534,0,18.89,106.3,0.0838,0.2225,0.01902,4.28,1.633,1.004,0.0478,0.845
2022-12-10,17127.49,1266.35,288.2,0.3865,0.09632,0.3126,0.9082,76.36,0.05483,5.27,13.58,13.49,149.7,9.945,0,19.15,109.1,0.0853,0.2268,0.0192,4.38,1.705,1.034,0.0483,0.853
2022-12-09,17128.56,1263.1,286.0,0.3889,0.0967,0.3118,0.9097,76.31,0.05464,5.3,13.59,13.46,149.2,9.758,0,19.17,109.9,0.0853,0.2258,0.01899,4.44,1.698,1.032,0.0481,0.859
2022-12-08,17224.1,1280.18,0,0,0.09847,0,0,78.27,0.05448,0,13.69,13.42,0,0,0,0,111.9,0.0856,0.2244,0,0,1.706,0,0,0
2022-12-07,16836.64,1231.18,284.2,0.3835,0.09575,0.3102,0.8973,76.89,0.05312,5.29,13.49,13.28,143.9,9.617,0,18.71,109.1,0.0842,0.221,0.01867,4.35,1.691,0.989,0.0471,0.875
2022-12-06,17088.96,1271.32,290.2,0.3914,0.10019,0.3183,0.9176,79.88,0.05364,5.5,14.3,13.67,143.4,10.166,0,19.55,112.1,0.086,0.2339,0.01922,4.59,1.789,0.958,0.0482,0.903
2022-12-05,16966.35,1259.41,288.4,0.3893,0.10149,0.3193,0.9116,80.19,0.05334,5.48,13.82,13.6,145.1,10.264,0,19.45,110.4,0.0869,0.2364,0.01916,4.52,1.718,0.931,0.0486,0.878
2022-12-04,17105.7,1279.41,291.8,0.3895,0.10406,0.3221,0.9212,77.07,0.05309,5.59,13.71,13.93,142.2,10.255,0,19.49,111.0,0.0877,0.2393,0.01931,4.58,1.723,0.93,0.0481,0.891
2022-12-03,16885.2,1240.51,290.4,0.3873,0.0997,0.3196,0.9029,76.47,0.05358,5.49,13.29,13.4,145.3,10.021,0,19.23,109.7,0.0863,0.2375,0.01902,4.42,1.67,0.922,0.0476,0.886
2022-12-02,17092.74,1295.59,293.4,0.3961,0.1021,0.3191,0.9488,77.94,0.05445,5.62,13.71,13.58,145.6,10.366,0,19.86,112.0,0.0881,0.2441,0.01942,4.64,1.756,0.942,0.0489,0.922
2022-12-01,16977.37,1276.41,292.3,0.3969,0.10175,0.3145,0.9089,77.57,0.05415,5.41,13.51,12.9,144.4,10.268,0,19.75,110.3,0.0877,0.2409,0.01906,4.39,1.742,0.931,0.0492,0.924
2022-11-30,17163.64,1294.46,300.6,0.4078,0.10677,0.3187,0.933,79.16,0.05461,5.46,14.16,13.15,142.2,10.494,0,20.29,113.5,0.0899,0.2477,0.01923,4.42,1.723,0.951,0.0506,0.961
2022-11-29,16442.53,1216.49,295.4,0.3981,0.10146,0.3092,0.8384,75.8,0.05326,5.3,13.34,12.47,137.4,10.181,0,19.51,111.0,0.0885,0.2408,0.01853,4.35,1.606,0.918,0.0493,0.926
2022-11-28,16212.91,1167.77,293.5,0.3888,0.09513,0.3066,0.8213,73.97,0.05299,5.13,13.32,12.45,134.9,9.862,0,19.32,110.0,0.0873,0.2359,0.01823,4.25,1.591,0.904,0.0484,0.921
2022-11-27,16428.78,1193.88,307.6,0.3962,0.09868,0.3126,0.844,74.92,0.05327,5.3,14.12,12.86,136.5,9.925,0,19.82,111.2,0.0902,0.2403,0.01878,4.35,1.614,0.929,0.0492,0.955
2022-11-26,16458.57,1205.6,311.4,0.396,0.08893,0.3138,0.8464,76.47,0.05279,5.3,14.17,12.78,138.8,10.111,0,19.89,112.5,0.0881,0.2409,0.0189,4.3,1.612,0.934,0.0494,0.913
2022-11-25,16522.14,1199.3,300.8,0.4078,0.0895,0.3146,0.8442,74.1,0.05297,5.26,14.03,12.82,136.3,10.025,0,20.1,113.8,0.0892,0.2437,0.019,4.29,1.646,0.933,0.0491,0.915
2022-11-24,16598.95,1203.73,300.2,0.4018,0.08146,0.3163,0.8489,78.66,0.05283,5.39,14.59,12.95,136.7,10.153,0,20.21,115.9,0.09,0.2424,0.0191,4.39,1.643,0.912,0.0495,0.895
2022-11-23,16603.11,1184.52,298.8,0.3815,0.08197,0.3185,0.8614,79.02,0.0518,5.44,14.36,13.06,135.1,9.933,0,20.33,115.0,0.0886,0.2473,0.01902,4.45,1.692,0.912,0.0485,0.889
2022-11-22,16226.94,1139.6,266.7,0.3757,0.07876,0.3126,0.8513,70.66,0.05072,5.28,12.44,12.36,134.1,9.547,0,18.48,109.4,0.0871,0.2414,0.01817,4.32,1.627,0.879,0.0466,0.851
2022-11-21,15781.29,1107.34,253.9,0.3645,0.07466,0.3046,0.796,61.31,0.05155,5.18,11.83,11.82,126.1,9.011,0,18.03,103.4,0.0843,0.2447,0.01775,4.17,1.56,0.848,0.0451,0.829
2022-11-20,16280.23,1142.21,264.2,0.3608,0.07703,0.312,0.8069,62.12,0.05008,5.3,12.27,12.19,129.7,9.354,0,18.17,104.8,0.0865,0.2563,0.018,4.16,1.57,0.871,0.0461,0.847
2022-11-19,16700.68,1217.67,272.6,0.3841,0.08455,0.328,0.8762,63.98,0.05215,5.61,12.84,12.89,134.4,9.995,0,19.51,104.9,0.0905,0.2982,0.01918,4.38,1.747,0.903,0.0487,0.902
2022-11-18,16700.45,1212.58,274.1,0.3829,0.08474,0.326,0.8795,62.62,0.05068,5.65,13.27,13.0,133.3,9.972,0,19.55,104.8,0.0892,0.2982,0.01921,4.34,1.784,0.898,0.0483,0.9
2022-11-17,16692.56,1200.43,267.9,0.3819,0.08467,0.325,0.8743,62.59,0.05006,5.67,13.65,12.87,133.2,9.918,0,19.67,103.9,0.0904,0.2677,0.01931,4.31,1.832,0.9,0.0485,0.881
2022-11-16,16662.76,1216.17,271.8,0.3752,0.08548,0.332,0.8981,57.49,0.05016,5.71,14.27,13.07,132.1,10.152,0,19.92,104.4,0.0898,0.2758,0.01988,4.33,1.922,0.898,0.0481,0.895
2022-11-15,16900.57,1253.23,277.0,0.3888,0.08706,0.3373,0.9417,58.01,0.05074,5.92,14.32,13.51,129.1,10.556,0,20.56,103.9,0.0925,0.2814,0.01973,4.4,1.98,0.926,0.0492,0.921
2022-11-14,16619.46,1243.28,279.0,0.3776,0.08595,0.3323,0.9177,56.7,0.05015,5.86,14.0,13.14,129.8,10.329,0,20.48,103.9,0.0913,0.2616,0.01917,4.33,1.971,0.916,0.0473,0.898
2022-11-13,16329.85,1221.49,276.4,0.3408,0.08495,0.3298,0.8894,57.37,0.05084,5.75,13.18,13.02,127.2,10.19,0,19.89,99.6,0.0882,0.262,0.0192,4.29,1.953,0.883,0.0453,0.874
2022-11-12,16812.08,1257.25,282.8,0.3636,0.08815,0.3397,0.9396,59.94,0.05502,5.77,14.58,13.09,128.5,10.951,0,20.49,102.7,0.0911,0.2739,0.02009,4.27,2.0,0.893,0.0471,0.893
2022-11-11,17070.31,1289.28,290.4,0.3843,0.08509,0.3556,1.0643,61.49,0.05601,5.75,16.45,14.13,128.4,11.672,0,21.55,103.1,0.0953,0.3029,0.02144,4.47,2.131,0.935,0.0483,0.954
2022-11-10,17601.15,1299.28,304.0,0.3942,0.08978,0.3687,1.1245,60.56,0.05782,5.97,17.66,15.42,133.3,12.17,0,22.01,102.7,0.0972,0.3209,0.02216,4.63,2.315,0.938,0.05,1.003
2022-11-09,15922.81,1102.73,267.3,0.3331,0.0745,0.3175,0.8165,50.68,0.05338,5.41,14.08,12.91,119.1,9.791,0,18.37,89.0,0.0831,0.2656,0.01949,4.14,2.03,0.824,0.0442,0.888
2022-11-08,18547.23,1334.77,327.4,0.4059,0.08827,0.3722,1.044,57.82,0.05872,6.3,24.38,16.02,138.2,12.146,0,21.89,103.2,0.0988,0.3334,0.02342,4.79,2.633,0.964,0.0521,1.031
2022-11-07,20591.13,1568.1,337.0,0.4648,0.11123,0.4041,1.2574,67.42,0.06227,7.12,29.62,18.08,155.2,14.275,0,25.04,117.9,0.1097,0.4193,0.02677,5.73,3.051,1.134,0.0591,1.21
2022-11-06,20905.58,1568.29,337.9,0.4709,0.11477,0.4021,1.135,68.26,0.06268,6.81,32.62,18.23,154.9,14.443,0,24.82,116.7,0.109,0.4025,0.02467,5.83,3.094,1.113,0.0591,1.2
2022-11-05,21299.37,1626.98,349.2,0.493,0.12445,0.4264,1.1846,69.23,0.06363,7.03,36.9,19.61,157.3,15.38,0,26.52,123.7,0.1136,0.4239,0.02597,6.16,3.332,1.168,0.0622,1.287
2022-11-04,21148.52,1644.78,354.6,0.5064,0.12613,0.4216,1.1692,67.58,0.06381,7.05,33.74,19.38,158.6,15.035,0,25.78,124.5,0.1156,0.4152,0.02541,6.15,3.307,1.196,0.0634,1.295
2022-11-03,20207.82,1531.01,329.5,0.4548,0.12262,0.3895,0.9512,61.84,0.06171,6.41,30.85,18.03,149.4,13.51,0,24.02,115.6,0.1088,0.3697,0.02366,5.78,3.03,1.149,0.0598,1.234
2022-11-02,20151.84,1518.34,320.2,0.4497,0.12765,0.3856,0.8734,60.95,0.06157,6.25,30.8,17.91,146.9,13.295,0,22.95,113.7,0.1075,0.3616,0.02315,5.22,2.901,1.119,0.0587,1.147
2022-11-01,20483.62,1578.48,323.9,0.4636,0.14211,0.4011,0.8739,55.1,0.06277,6.46,32.2,18.62,149.7,14.074,0,24.03,115.0,0.1099,0.3601,0.02352,5.37,3.013,1.142,0.0583,1.202
2022-10-31,20490.74,1572.69,325.7,0.4641,0.12686,0.4055,0.9026,55.01,0.06325,6.62,32.56,19.28,149.6,14.319,0,24.25,115.0,0.1113,0.3586,0.02394,5.42,3.106,1.148,0.0595,1.165
2022-10-30,20627.48,1590.44,313.5,0.4582,0.11773,0.4056,0.9084,55.35,0.0631,6.66,32.94,18.26,147.5,13.92,0,24.51,116.1,0.1112,0.3592,0.02356,5.38,3.101,1.109,0.0606,1.172
2022-10-29,20809.67,1619.55,304.4,0.4701,0.12176,0.42,0.9336,56.6,0.06428,6.63,32.87,18.29,149.0,13.472,0,25.88,118.4,0.1135,0.3396,0.02405,5.72,3.088,1.137,0.0613,1.244
2022-10-28,20591.84,1554.41,297.9,0.4744,0.08387,0.4044,0.9444,54.92,0.06356,6.52,32.07,18.33,146.8,13.53,0,25.48,115.6,0.1126,0.333,0.02349,5.36,3.023,1.137,0.0601,1.154
2022-10-27,20295.11,1514.05,286.7,0.4615,0.07689,0.3884,0.9036,54.75,0.06296,6.34,30.58,16.88,145.8,12.655,0,24.75,112.3,0.1109,0.3258,0.02291,5.23,2.964,1.125,0.0587,1.108
2022-10-26,20771.59,1566.1,290.2,0.4689,0.07265,0.403,0.9373,56.39,0.06341,6.47,31.29,17.0,146.9,12.278,0,25.49,114.4,0.1134,0.3391,0.02336,5.25,3.055,1.128,0.0605,1.12
2022-10-25,20080.07,1459.74,284.2,0.4605,0.06305,0.4,0.9176,55.92,0.06235,6.43,30.86,16.64,143.8,11.999,0,24.67,112.7,0.1117,0.3312,0.02286,5.17,3.001,1.099,0.0597,1.075
2022-10-24,19329.72,1343.61,274.1,0.4529,0.05945,0.3573,0.8931,52.54,0.06131,5.92,28.3,15.75,143.2,11.65,0,22.66,107.9,0.1103,0.3147,0.02247,4.94,2.919,1.067,0.0587,1.051
2022-10-23,19570.4,1364.2,276.0,0.4688,0.06038,0.3621,0.8986,54.03,0.06188,5.97,29.28,16.31,144.6,12.114,0,23.44,110.8,0.112,0.3158,0.0228,5.11,2.983,1.095,0.0606,1.021
2022-10-22,19204.35,1313.61,270.4,0.4653,0.05968,0.3513,0.8319,52.18,0.06158,5.85,28.01,15.69,142.8,11.715,0,23.23,108.6,0.1113,0.3137,0.0226,4.96,2.919,1.067,0.0598,0.997
2022-10-21,19164.37,1299.75,270.1,0.4614,0.05933,0.3492,0.832,51.63,0.06167,5.84,28.1,15.69,140.7,11.736,0,22.03,107.1,0.111,0.3131,0.02246,4.95,2.887,1.07,0.0597,0.996
2022-10-20,19041.92,1282.57,269.0,0.4465,0.05942,0.3402,0.8094,51.22,0.06215,5.89,28.01,15.14,141.1,11.378,0,21.67,106.5,0.11,0.3066,0.02183,4.94,2.87,1.043,0.0584,0.979
2022-10-19,19123.97,1285.09,272.0,0.4504,0.05868,0.3497,0.8445,50.94,0.06174,6.1,28.86,15.06,145.0,11.753,0,22.35,105.8,0.1108,0.3076,0.02235,4.98,2.826,1.004,0.0594,0.982
2022-10-18,19327.44,1310.71,273.1,0.4658,0.05976,0.3624,0.8642,51.86,0.06218,6.16,30.15,15.88,146.1,12.522,0,23.4,108.7,0.1124,0.3194,0.02302,5.13,2.966,1.05,0.0622,1.01
2022-10-17,19549.86,1331.4,275.6,0.4804,0.05998,0.3723,0.8482,51.82,0.06265,6.26,31.21,16.18,143.7,12.43,0,23.83,110.6,0.1142,0.3302,0.02331,5.25,3.061,1.064,0.0625,1.02
