date,BTCUSDT,ETHUSDT,BNBUSDT,XRPUSDT,DOGEUSDT,ADAUSDT,MATICUSDT,LTCUSDT,TRXUSDT,DOTUSDT,SOLUSDT,AVAXUSDT,XMRUSDT,ATOMUSDT,TONUSDT,ETCUSDT,BCHUSDT,XLMUSDT,ALGOUSDT,VETUSDT,FILUSDT,NEARUSDT,EOSUSDT,HBARUSDT,THETAUSDT
2022-05-22,30293.94,2043.19,319.4,0.4218,0.0859,0.5416,0.676,71.7,0.07815,10.16,52.48,31.71,187.0,11.41,0,21.08,197.9,0.1355,0.4427,0.03198,8.45,6.242,1.355,0.1042,1.314
2022-05-21,29445.06,1975.07,312.4,0.4145,0.0845,0.5286,0.65,69.8,0.07404,10.0,50.31,29.89,175.9,11.05,0,20.35,192.4,0.1308,0.435,0.0308,8.17,6.136,1.306,0.1012,1.25
2022-05-20,29201.01,1959.08,302.2,0.4101,0.084,0.5162,0.634,68.6,0.07124,9.67,49.43,28.8,174.1,11.2,0,20.16,190.1,0.1263,0.4335,0.03007,7.93,5.752,1.272,0.0996,1.219
2022-05-19,30319.23,2019.55,307.1,0.4205,0.0866,0.5334,0.659,72.1,0.07357,10.03,52.2,30.39,166.0,10.84,0,20.89,196.5,0.1306,0.4516,0.0315,8.21,6.102,1.321,0.1037,1.283
2022-05-18,28715.32,1915.11,287.7,0.4056,0.0833,0.5059,0.626,66.0,0.071,9.49,49.93,29.58,155.1,10.11,0,19.8,186.9,0.1277,0.4334,0.0292,7.61,5.923,1.266,0.0992,1.217
2022-05-17,30444.93,2090.72,306.2,0.438,0.0903,0.5778,0.726,73.2,0.07225,11.04,57.02,34.39,172.8,11.46,0,21.77,206.9,0.1418,0.495,0.03286,8.58,6.679,1.377,0.1097,1.39
2022-05-16,29874.01,2023.66,297.2,0.4231,0.088,0.5569,0.677,67.3,0.06917,10.63,53.79,32.56,162.5,11.07,0,20.88,197.6,0.1364,0.4603,0.03103,8.3,6.543,1.317,0.1022,1.346
2022-05-15,31328.89,2145.29,312.4,0.4481,0.0932,0.5981,0.742,71.6,0.0724,11.81,58.83,36.57,172.1,12.38,0,22.16,214.9,0.1453,0.4906,0.03353,9.16,7.349,1.406,0.1081,1.475
2022-05-14,30086.74,2056.48,296.9,0.4262,0.0894,0.5372,0.686,68.9,0.07243,11.3,52.43,33.93,153.5,10.79,0,21.08,208.8,0.1382,0.4635,0.03175,8.81,6.678,1.352,0.1016,1.432
2022-05-13,29287.05,2009.69,290.6,0.4228,0.0881,0.529,0.667,67.9,0.07426,10.46,48.92,32.21,144.1,10.32,0,20.48,202.4,0.1322,0.4435,0.03057,8.75,6.53,1.34,0.0963,1.401
2022-05-12,29029.75,1960.22,269.0,0.3856,0.0826,0.4733,0.6,64.5,0.06729,8.71,44.64,30.32,137.8,9.66,0,18.89,194.2,0.1206,0.4232,0.02767,8.11,6.421,1.274,0.0869,1.21
2022-05-11,29103.94,2084.99,271.5,0.4172,0.0853,0.5187,0.675,66.6,0.07496,9.09,50.9,31.17,140.8,10.79,0,19.98,194.9,0.1264,0.4504,0.03044,8.62,6.508,1.409,0.0914,1.332
2022-05-10,31017.1,2342.05,319.1,0.513,0.108,0.6286,0.889,80.2,0.07691,11.36,66.9,44.58,163.0,13.58,0,23.89,231.5,0.1485,0.5852,0.03879,11.36,9.563,1.716,0.1148,1.781
2022-05-09,30076.31,2228.55,296.1,0.4873,0.1019,0.6019,0.81,76.2,0.07272,10.62,62.16,41.2,173.5,12.51,0,22.72,217.9,0.1406,0.5746,0.0379,11.02,9.399,1.59,0.1062,1.681
2022-05-08,34038.4,2519.71,355.9,0.5662,0.1241,0.7403,0.977,93.9,0.08794,13.25,75.38,51.62,217.0,15.7,0,26.52,261.7,0.1616,0.7292,0.04448,13.1,11.145,1.95,0.1278,2.086
2022-05-07,35472.39,2635.34,365.5,0.5808,0.1275,0.7604,1.019,94.3,0.08351,13.75,78.86,55.04,204.9,16.43,0,26.84,268.0,0.1675,0.7487,0.04552,13.25,10.438,1.977,0.1303,2.11
2022-05-06,36013.77,2692.85,379.1,0.6022,0.1278,0.7832,1.043,96.7,0.08629,14.32,81.68,57.0,218.8,17.67,0,27.95,274.9,0.1715,0.6973,0.04703,13.87,10.779,2.024,0.1339,2.223
2022-05-05,36552.97,2747.97,378.4,0.5981,0.1282,0.7884,1.064,96.8,0.07451,14.58,84.52,59.04,206.6,17.84,0,28.31,277.3,0.1711,0.634,0.04758,13.99,11.217,2.013,0.1355,2.293
2022-05-04,39690.0,2940.64,402.6,0.6459,0.1359,0.8985,1.173,106.3,0.08629,16.34,92.77,67.27,225.3,19.92,0,30.64,300.0,0.1847,0.7157,0.05392,15.72,12.979,2.226,0.1512,2.596
2022-05-03,37728.95,2781.7,383.9,0.6047,0.1295,0.7711,1.076,99.4,0.07261,14.72,85.86,59.63,207.2,17.57,0,26.83,279.4,0.172,0.671,0.04681,14.62,11.998,2.053,0.1385,2.306
2022-05-02,38525.16,2856.54,389.5,0.6143,0.1308,0.7809,1.077,100.7,0.06894,14.96,87.5,60.34,199.6,17.8,0,27.41,285.0,0.1735,0.6161,0.0475,14.62,11.849,2.097,0.1399,2.313
2022-05-01,38468.35,2824.81,389.9,0.607,0.1327,0.7895,1.099,99.3,0.07079,15.36,89.68,58.77,211.9,18.0,0,27.66,284.0,0.1757,0.6016,0.04849,15.12,11.837,2.11,0.1459,2.347
2022-04-30,37630.8,2726.66,377.1,0.5845,0.1274,0.7556,1.032,95.8,0.06262,14.5,84.63,56.98,214.1,17.84,0,25.89,277.7,0.1689,0.5673,0.0453,14.23,10.336,2.012,0.1414,2.209
2022-04-29,38596.11,2817.13,393.0,0.6116,0.1349,0.8048,1.14,100.4,0.06368,16.19,93.96,63.4,220.5,19.44,0,29.19,294.6,0.1778,0.6381,0.04851,17.31,11.289,2.274,0.1589,2.559
2022-04-28,39742.07,2936.93,407.1,0.6428,0.1375,0.8432,1.237,103.3,0.06372,16.99,98.24,67.26,227.5,20.75,0,31.12,306.5,0.1858,0.6982,0.05158,18.09,12.402,2.314,0.1699,2.768
2022-04-27,39235.72,2888.96,391.3,0.6522,0.14,0.8401,1.257,100.5,0.06318,16.94,98.36,69.86,229.4,21.43,0,31.27,307.2,0.1842,0.6712,0.05202,17.7,12.879,2.253,0.1694,2.82
2022-04-26,38112.65,2809.67,385.9,0.642,0.1376,0.8259,1.244,98.6,0.0619,16.68,95.7,68.7,230.0,20.3,0,30.69,296.0,0.1805,0.656,0.05117,17.29,12.685,2.185,0.1676,2.733
2022-04-25,40426.08,3006.62,404.3,0.6931,0.1581,0.8974,1.353,104.6,0.06531,18.1,100.99,72.88,254.3,22.13,0,33.64,314.5,0.1922,0.703,0.05633,18.63,14.275,2.378,0.1816,3.029
2022-04-24,39450.13,2921.0,398.8,0.6981,0.1317,0.886,1.343,104.6,0.06567,18.17,99.23,71.51,252.7,22.29,0,33.63,307.7,0.1896,0.7011,0.05592,18.91,15.006,2.35,0.1858,2.996
2022-04-23,39441.6,2933.03,401.1,0.7057,0.1339,0.886,1.362,105.1,0.06761,18.69,100.63,72.83,266.6,23.21,0,34.54,312.5,0.1914,0.7074,0.05745,18.93,15.326,2.404,0.1869,3.105
2022-04-22,39709.18,2962.39,406.6,0.7179,0.1363,0.906,1.398,105.4,0.06661,18.28,100.55,74.03,268.5,23.1,0,35.53,321.1,0.1953,0.7191,0.05779,19.29,15.569,2.457,0.1897,3.129
2022-04-21,40480.01,2983.58,404.9,0.7328,0.1362,0.91,1.378,106.8,0.07112,18.18,101.78,75.02,278.5,23.3,0,34.89,315.6,0.1966,0.7184,0.05872,18.85,15.64,2.505,0.1909,3.246
2022-04-20,41358.19,3076.04,418.4,0.7517,0.1407,0.937,1.417,111.9,0.06261,19.09,105.59,78.21,267.0,24.27,0,36.54,330.7,0.2002,0.7415,0.06076,19.61,16.654,2.764,0.1962,3.095
2022-04-19,41493.18,3101.77,422.3,0.7749,0.1425,0.952,1.427,113.8,0.0631,18.88,108.51,80.28,253.9,24.67,0,37.8,340.5,0.2039,0.7589,0.0616,20.42,17.417,2.646,0.1992,3.154
2022-04-18,40801.13,3055.56,416.8,0.7699,0.1402,0.937,1.418,111.3,0.06148,18.15,102.33,77.73,266.2,24.07,0,36.9,340.3,0.2049,0.7365,0.0596,19.63,16.169,2.445,0.1949,3.041
2022-04-17,39678.12,2988.06,406.6,0.7519,0.1392,0.914,1.337,108.8,0.06009,17.74,100.15,75.42,241.4,23.21,0,36.6,328.1,0.1965,0.7105,0.05792,19.7,15.682,2.418,0.1923,2.87
2022-04-16,40378.71,3059.3,417.3,0.7808,0.1435,0.951,1.388,114.3,0.06186,18.61,102.06,77.74,236.2,24.18,0,38.14,342.8,0.2053,0.7432,0.06131,21.66,15.934,2.608,0.1981,3.049
2022-04-15,40551.9,3040.56,417.3,0.7858,0.1458,0.956,1.398,111.0,0.06181,18.34,101.31,77.43,239.4,24.08,0,37.35,340.8,0.2042,0.7393,0.0616,19.05,16.032,2.419,0.1999,3.05
2022-04-14,39942.38,3021.98,414.7,0.7262,0.1441,0.933,1.374,107.3,0.06013,17.91,100.77,76.81,229.3,23.96,0,37.05,337.6,0.1939,0.7267,0.06139,18.68,16.384,2.307,0.1963,3.035
2022-04-13,41147.79,3118.28,423.4,0.7232,0.1399,0.974,1.42,110.5,0.0615,18.2,104.94,80.2,237.1,24.7,0,38.59,341.2,0.1965,0.7461,0.06154,19.4,16.837,2.359,0.2034,3.169
2022-04-12,40074.94,3027.66,413.6,0.7152,0.138,0.955,1.394,104.8,0.05991,17.77,103.22,76.31,232.6,24.64,0,38.12,305.0,0.1925,0.7258,0.06023,19.45,16.53,2.244,0.1985,3.089
2022-04-11,39530.45,2979.74,394.6,0.6948,0.1341,0.92,1.334,102.4,0.05823,17.2,99.67,74.35,226.2,23.85,0,37.0,294.8,0.1867,0.6936,0.05776,18.31,16.051,2.163,0.1949,3.009
2022-04-10,42158.85,3203.04,418.1,0.7543,0.1482,1.027,1.427,110.3,0.06238,19.22,111.07,81.01,235.8,26.5,0,40.32,319.8,0.2004,0.7503,0.06492,21.02,15.804,2.361,0.2084,3.329
2022-04-09,42753.97,3258.57,426.6,0.7622,0.1442,1.045,1.463,112.7,0.06394,19.75,112.96,84.55,239.8,27.27,0,41.96,325.9,0.2049,0.788,0.0671,21.72,17.553,2.417,0.2136,3.461
2022-04-08,42252.01,3192.39,421.5,0.7549,0.1424,1.024,1.434,110.7,0.06259,19.43,109.92,83.66,217.2,26.88,0,40.49,323.0,0.2021,0.7595,0.06475,21.31,17.527,2.38,0.2084,3.329
2022-04-07,43444.19,3227.19,436.0,0.7871,0.1459,1.089,1.511,114.1,0.06431,20.4,118.48,87.55,226.0,27.66,0,43.45,336.1,0.2126,0.7993,0.07026,22.47,17.447,2.503,0.2226,3.482
2022-04-06,43170.47,3168.51,420.1,0.7595,0.1433,1.052,1.457,111.7,0.06308,19.85,112.95,82.94,213.1,26.89,0,38.43,331.0,0.2031,0.7661,0.06582,21.75,15.272,2.426,0.2105,3.29
2022-04-05,45497.55,3406.99,444.7,0.8164,0.1727,1.171,1.592,122.7,0.06928,21.78,126.87,91.06,222.4,29.29,0,44.39,365.4,0.2248,0.8345,0.07584,24.88,16.14,2.753,0.2272,3.691
2022-04-04,46580.51,3519.5,447.6,0.826,0.1485,1.212,1.648,124.8,0.0707,22.89,132.14,96.16,222.1,30.85,0,46.74,376.2,0.2319,0.8827,0.0789,25.25,17.115,2.89,0.2387,3.844
2022-04-03,46407.35,3521.91,450.4,0.8432,0.1466,1.186,1.688,128.7,0.07312,23.21,136.9,98.05,217.3,31.97,0,46.71,378.6,0.237,0.9353,0.08262,25.43,16.813,2.84,0.248,4.04
2022-04-02,45811.0,3443.77,437.2,0.824,0.1387,1.155,1.653,124.8,0.07322,22.61,132.49,96.25,212.6,31.3,0,45.49,372.5,0.2331,0.9068,0.07716,23.94,14.825,2.786,0.2453,4.078
2022-04-01,46283.49,3455.21,447.7,0.8277,0.1413,1.165,1.695,124.8,0.07494,22.07,134.52,96.83,218.4,29.41,0,47.18,377.2,0.2325,0.9391,0.08108,25.53,14.74,2.838,0.2466,4.087
2022-03-31,45510.34,3281.51,428.9,0.8148,0.1381,1.141,1.618,123.8,0.07388,21.33,122.77,97.41,212.7,28.89,0,47.45,384.3,0.2283,0.9293,0.07803,24.45,13.302,2.826,0.2361,4.198
2022-03-30,47067.99,3385.79,442.1,0.8613,0.1432,1.189,1.682,131.1,0.07334,22.45,120.82,95.58,221.2,30.05,0,49.66,380.1,0.2347,0.9266,0.08522,25.9,14.034,2.938,0.2544,3.921
2022-03-29,47434.8,3400.51,434.2,0.8577,0.1444,1.191,1.675,130.1,0.06936,22.42,111.62,92.74,222.1,30.23,0,49.28,373.3,0.2331,0.923,0.07246,26.36,14.101,2.894,0.2543,3.898
2022-03-28,47122.21,3332.92,430.2,0.8641,0.1425,1.17,1.657,127.6,0.0691,21.99,105.75,89.58,214.8,29.38,0,47.07,368.5,0.2298,0.9068,0.07091,25.31,12.64,2.86,0.2359,3.617
2022-03-27,46827.76,3295.65,430.5,0.858,0.1448,1.184,1.695,129.7,0.06899,22.46,107.04,89.88,215.6,29.96,0,48.0,376.6,0.2297,0.9493,0.07471,23.7,13.197,2.67,0.2422,3.578
2022-03-26,44511.27,3145.0,415.8,0.8327,0.136,1.152,1.611,124.8,0.06632,20.91,101.73,85.86,206.8,28.78,0,47.18,362.1,0.2157,0.9116,0.06436,19.43,12.714,2.513,0.2273,3.301
2022-03-25,44313.16,3102.14,410.3,0.8239,0.1308,1.096,1.578,123.9,0.06437,20.53,98.6,83.54,199.6,28.12,0,48.15,364.9,0.2112,0.8887,0.05562,18.84,12.221,2.504,0.2233,3.171
2022-03-24,43991.46,3110.76,414.2,0.8428,0.1368,1.131,1.629,126.5,0.06564,21.26,102.32,87.56,203.7,29.27,0,48.52,366.1,0.2149,0.8911,0.05757,19.61,12.896,2.541,0.2204,3.291
2022-03-23,42882.76,3036.0,408.4,0.8376,0.1298,1.108,1.556,122.4,0.06431,21.02,94.89,86.0,197.0,28.25,0,45.13,364.0,0.2094,0.8388,0.05596,19.33,12.493,2.5,0.2179,3.198
2022-03-22,42364.13,2969.64,404.3,0.8366,0.1224,0.975,1.506,122.7,0.06344,20.21,90.43,83.98,193.8,28.02,0,45.86,375.4,0.2069,0.8267,0.0532,18.3,11.07,2.55,0.215,3.067
2022-03-21,41002.25,2890.03,396.0,0.8373,0.1192,0.917,1.465,116.0,0.06177,18.74,88.59,86.25,191.5,27.93,0,38.39,334.9,0.2038,0.8276,0.05063,17.83,10.862,2.348,0.2113,2.931
2022-03-20,41262.11,2861.38,390.8,0.8057,0.1191,0.879,1.465,114.9,0.06156,18.65,88.62,84.84,194.8,27.84,0,38.17,327.4,0.1972,0.7414,0.04998,17.64,10.653,2.214,0.2091,2.88
2022-03-19,42201.13,2950.84,399.9,0.8194,0.1236,0.903,1.529,116.8,0.06191,19.4,92.31,89.53,197.4,28.65,0,34.01,327.8,0.2003,0.7649,0.05129,18.21,11.293,2.217,0.2102,2.982
2022-03-18,41757.51,2938.92,397.2,0.7965,0.1191,0.851,1.497,111.9,0.06162,18.95,89.8,85.71,195.1,28.61,0,28.05,305.5,0.1928,0.7548,0.04946,17.61,11.355,2.128,0.2081,2.914
2022-03-17,40917.9,2811.92,391.8,0.7935,0.1163,0.835,1.446,110.2,0.06071,18.75,87.8,79.4,187.6,28.16,0,27.15,296.3,0.1896,0.7418,0.04835,17.43,10.723,2.085,0.2054,2.85
2022-03-16,41114.0,2773.81,385.4,0.7919,0.1171,0.838,1.467,111.4,0.06107,19.05,87.77,74.08,189.3,28.96,0,27.36,299.8,0.1893,0.7365,0.04831,17.42,10.815,2.084,0.2047,2.902
2022-03-15,39280.33,2617.73,371.7,0.7657,0.1126,0.8,1.378,106.8,0.0605,17.81,82.84,69.82,183.0,26.91,0,25.85,289.3,0.1827,0.7159,0.04585,16.8,10.113,1.986,0.2002,2.721
2022-03-14,39671.37,2589.41,373.4,0.7748,0.1139,0.802,1.379,105.6,0.06007,17.7,81.22,68.97,185.9,26.83,0,25.93,289.5,0.18,0.7063,0.04582,17.46,10.13,1.968,0.2034,2.776
2022-03-13,37777.34,2515.65,361.4,0.7602,0.1114,0.786,1.36,101.7,0.05931,17.22,78.73,67.94,175.6,26.24,0,25.36,279.7,0.1763,0.6807,0.04454,17.24,9.85,1.906,0.1994,2.688
2022-03-12,38807.36,2568.8,372.4,0.7857,0.1147,0.789,1.396,105.6,0.05967,18.14,81.38,70.94,185.4,27.22,0,26.3,290.8,0.185,0.7052,0.04625,17.71,10.327,1.968,0.2054,2.832
2022-03-11,38729.57,2556.86,371.9,0.8029,0.1155,0.788,1.404,104.6,0.06022,17.69,80.67,71.22,170.6,27.47,0,26.48,287.7,0.1835,0.7014,0.04622,17.37,10.252,1.974,0.2056,2.775
2022-03-10,39422.0,2606.7,372.0,0.7361,0.1169,0.807,1.437,102.5,0.05989,16.96,82.87,73.93,178.6,28.03,0,26.69,289.4,0.1786,0.7309,0.04696,17.89,11.042,1.983,0.2166,2.871
2022-03-09,41941.71,2726.98,393.2,0.7658,0.1215,0.849,1.505,106.9,0.0608,17.86,88.06,77.63,188.5,30.05,0,28.05,307.2,0.1887,0.7671,0.04852,18.82,11.598,2.066,0.2129,3.06
2022-03-08,38730.63,2575.97,381.4,0.7207,0.117,0.802,1.447,100.7,0.06054,16.97,82.32,73.0,203.1,27.87,0,26.74,284.7,0.1732,0.7399,0.0466,18.03,9.731,1.971,0.205,2.842
2022-03-07,37988.0,2491.12,380.6,0.7197,0.1167,0.793,1.411,98.4,0.05859,16.41,81.66,71.69,157.8,28.29,0,26.13,273.9,0.1697,0.7279,0.04596,17.82,9.658,1.92,0.206,2.707
2022-03-06,38420.81,2551.29,375.0,0.7251,0.1207,0.823,1.435,101.1,0.05889,16.99,84.57,72.51,158.9,28.15,0,26.55,282.0,0.1728,0.7465,0.04768,18.45,10.094,1.962,0.2027,2.707
2022-03-05,39397.96,2665.15,384.7,0.754,0.125,0.864,1.508,104.9,0.06037,17.33,89.63,76.68,166.0,30.87,0,27.84,294.2,0.1803,0.7735,0.05039,19.09,10.505,2.044,0.2102,2.876
2022-03-04,39148.66,2622.1,374.2,0.7127,0.1226,0.844,1.478,101.0,0.05829,16.79,88.32,75.79,159.9,30.48,0,27.59,290.4,0.176,0.7599,0.04911,18.81,10.428,2.003,0.2055,2.817
2022-03-03,42454.0,2833.99,402.6,0.7515,0.1297,0.903,1.586,111.7,0.05995,18.02,95.62,78.5,171.9,34.04,0,30.23,315.3,0.1879,0.7966,0.05459,20.13,11.035,2.155,0.2211,3.068
2022-03-02,43892.98,2947.3,409.3,0.7687,0.133,0.939,1.637,110.3,0.06153,18.61,100.68,83.36,177.7,32.24,0,29.52,320.2,0.1934,0.8199,0.05296,20.74,11.085,2.213,0.2228,3.181
2022-03-01,44421.2,2976.33,408.7,0.7839,0.134,0.963,1.621,112.5,0.06219,18.89,98.66,86.89,177.5,31.14,0,30.34,328.7,0.1989,0.8565,0.05291,20.96,11.808,2.265,0.2273,3.286
2022-02-28,43160.0,2920.95,395.6,0.7809,0.1335,0.962,1.614,113.7,0.06176,18.94,99.68,84.54,170.4,31.36,0,30.49,339.0,0.1975,0.8681,0.05209,21.7,9.759,2.282,0.2303,3.36
2022-02-27,37699.07,2616.79,360.1,0.7215,0.1229,0.856,1.453,102.9,0.05807,17.5,85.63,75.07,150.6,26.77,0,27.36,304.0,0.181,0.7978,0.04552,20.36,8.508,2.092,0.2098,2.75
2022-02-26,39116.72,2779.47,373.7,0.7508,0.1276,0.887,1.516,108.2,0.05961,18.03,90.23,81.81,157.8,29.88,0,28.89,315.3,0.1928,0.8592,0.04827,19.06,9.117,2.163,0.2235,2.839
2022-02-25,39219.17,2768.49,375.0,0.7699,0.1276,0.898,1.551,109.2,0.05943,17.25,92.71,80.98,153.9,27.27,0,27.99,308.5,0.1909,0.8301,0.04753,18.93,8.935,2.147,0.2248,2.824
2022-02-24,38327.21,2596.2,361.2,0.6963,0.1241,0.853,1.441,104.1,0.0611,16.16,89.36,76.39,147.0,24.85,0,26.52,300.6,0.1824,0.7772,0.0446,18.43,8.488,2.07,0.216,2.615
2022-02-23,37250.01,2579.71,365.6,0.6967,0.1273,0.866,1.436,105.4,0.06081,15.97,84.59,73.47,148.7,25.18,0,26.54,288.3,0.1818,0.785,0.04549,18.45,8.556,2.104,0.2181,2.687
2022-02-22,38230.33,2636.29,374.3,0.7209,0.1313,0.888,1.462,107.4,0.06265,16.6,86.38,74.42,150.9,24.81,0,26.66,293.2,0.1857,0.8107,0.04728,19.17,8.965,2.167,0.2354,2.883
2022-02-21,37008.16,2568.02,356.6,0.7018,0.1282,0.856,1.405,102.8,0.05954,16.18,82.96,70.04,147.8,23.82,0,24.98,283.2,0.178,0.7847,0.04522,18.63,8.545,2.073,0.2008,2.676
2022-02-20,38386.89,2621.99,380.6,0.7769,0.1366,0.931,1.512,110.6,0.06199,16.91,90.72,77.37,153.7,26.08,0,27.23,302.6,0.1945,0.8451,0.0492,19.79,9.293,2.199,0.215,2.965
2022-02-19,40079.17,2763.63,399.8,0.8215,0.1409,0.996,1.632,115.5,0.06348,17.84,91.27,85.01,161.1,26.68,0,28.69,311.9,0.2041,0.8994,0.05256,20.81,10.044,2.288,0.2323,3.218
2022-02-18,39974.44,2779.48,399.2,0.784,0.1386,0.995,1.593,114.9,0.06306,17.82,89.86,83.67,160.1,26.86,0,28.95,310.0,0.2006,0.8941,0.05317,21.02,10.275,2.295,0.2287,3.299
2022-02-17,40515.7,2891.87,402.4,0.769,0.1383,1.02,1.661,116.3,0.06249,18.16,93.52,88.24,163.7,28.06,0,29.43,313.0,0.2022,0.8972,0.05456,20.53,10.445,2.327,0.2345,3.446
2022-02-16,43873.56,3122.3,427.3,0.8366,0.1487,1.082,1.836,127.7,0.0664,19.76,101.86,95.32,179.1,28.5,0,32.24,334.3,0.2187,0.9779,0.06029,23.06,11.223,2.549,0.2609,3.899
2022-02-15,44544.86,3183.52,432.4,0.8515,0.1517,1.107,1.871,131.5,0.06685,20.16,105.52,92.97,182.5,28.97,0,33.47,343.2,0.221,0.969,0.06107,22.35,11.51,2.53,0.2589,3.86
2022-02-14,42535.94,2929.75,403.4,0.8012,0.1457,1.049,1.656,124.6,0.06442,18.7,96.37,81.86,176.1,27.14,0,31.4,330.5,0.2107,0.8992,0.05618,20.71,10.554,2.37,0.2416,3.571
2022-02-13,42053.66,2871.13,397.9,0.8057,0.148,1.042,1.659,125.6,0.06427,18.73,92.85,77.91,173.7,26.18,0,32.47,333.6,0.2104,0.8965,0.05628,20.57,10.38,2.379,0.2266,3.576
2022-02-12,42217.87,2918.88,403.6,0.8223,0.1444,1.059,1.701,126.7,0.06352,18.82,95.96,81.31,173.8,27.05,0,31.71,330.5,0.2181,0.9187,0.05757,20.87,10.793,2.395,0.2313,3.899
2022-02-11,42373.73,2927.54,400.0,0.7591,0.1446,1.079,1.716,125.6,0.06399,18.98,96.53,81.75,169.3,26.57,0,32.69,320.9,0.2154,0.9161,0.05791,21.1,10.854,2.413,0.2336,3.952
2022-02-10,43495.44,3072.49,414.7,0.8253,0.1514,1.15,1.896,134.6,0.0685,20.51,106.17,91.16,179.1,29.08,0,34.34,340.7,0.2314,0.9813,0.06283,23.14,11.787,2.548,0.246,4.063
2022-02-09,44372.72,3243.94,422.9,0.8697,0.1594,1.195,2.037,140.1,0.06991,21.94,113.93,90.05,186.0,30.93,0,33.79,345.9,0.2387,1.0363,0.06701,24.29,12.995,2.67,0.2567,3.439
2022-02-08,44042.99,3116.69,407.8,0.8763,0.1581,1.176,1.941,133.7,0.06806,21.66,113.45,86.34,178.7,30.39,0,32.07,335.5,0.242,1.0235,0.0643,24.62,12.778,2.631,0.2537,3.451
2022-02-07,43839.99,3139.77,433.5,0.8314,0.1653,1.199,2.018,137.4,0.06852,22.35,117.55,83.2,184.9,31.63,0,32.67,343.1,0.2393,1.07,0.06781,24.52,13.503,2.696,0.2611,3.595
2022-02-06,42380.87,3054.99,419.9,0.6825,0.1539,1.143,1.738,127.6,0.06617,21.91,115.28,78.93,173.6,31.26,0,29.89,324.7,0.2238,1.0247,0.06128,22.45,13.495,2.538,0.2582,3.505
2022-02-05,41382.59,3012.65,413.7,0.6656,0.1469,1.125,1.711,121.7,0.06467,21.33,113.75,77.01,168.5,30.73,0,29.42,320.5,0.2131,1.0015,0.05909,21.98,12.815,2.477,0.2576,3.267
2022-02-04,41574.25,2994.99,399.5,0.6555,0.1478,1.138,1.694,121.3,0.06441,20.48,112.62,77.77,165.2,31.1,0,29.69,306.2,0.209,0.9973,0.05862,21.62,12.984,2.48,0.2486,3.051
2022-02-03,37311.61,2695.46,372.3,0.6102,0.1379,1.061,1.556,111.0,0.05981,18.92,101.77,68.44,146.9,29.67,0,27.92,281.2,0.1951,0.9357,0.05248,20.35,10.959,2.311,0.2373,2.798
2022-02-02,36896.36,2680.67,366.9,0.6006,0.137,1.027,1.538,108.3,0.05847,18.76,101.88,67.79,144.9,26.31,0,26.26,277.8,0.193,0.9227,0.05192,20.17,10.863,2.276,0.2202,2.751
2022-02-01,38694.59,2787.23,384.2,0.6284,0.1423,1.096,1.647,115.0,0.05979,19.57,110.02,73.33,146.1,28.84,0,26.79,287.7,0.2019,0.9663,0.05452,20.89,11.211,2.355,0.2291,2.92
2022-01-31,38466.9,2686.94,374.3,0.6174,0.1415,1.051,1.641,109.5,0.05906,19.37,99.49,69.87,147.1,28.05,0,25.66,285.0,0.1996,0.9499,0.05385,21.29,11.12,2.337,0.2217,2.938
2022-01-30,37881.76,2601.68,377.2,0.6013,0.1391,1.035,1.604,108.6,0.05863,18.15,93.29,67.96,147.9,27.19,0,24.91,290.0,0.1952,0.9447,0.05256,19.82,10.357,2.317,0.2189,2.88
2022-01-29,38166.84,2601.43,389.3,0.6174,0.143,1.059,1.696,110.8,0.06034,18.74,96.13,71.89,153.7,29.08,0,25.33,298.8,0.2032,0.969,0.05449,20.28,11.048,2.336,0.2222,2.987
2022-01-28,37716.56,2544.99,385.9,0.6111,0.1414,1.048,1.673,109.4,0.05757,18.34,91.34,67.01,149.0,29.47,0,25.16,296.8,0.1986,0.9584,0.05392,19.61,10.769,2.309,0.216,2.943
2022-01-27,37160.1,2424.25,389.9,0.6088,0.1414,1.042,1.589,106.9,0.05649,18.12,89.51,64.7,144.7,30.06,0,24.31,289.6,0.1941,0.9361,0.05237,19.2,10.541,2.224,0.2084,2.895
2022-01-26,36809.34,2462.99,375.1,0.6193,0.1431,1.077,1.59,106.9,0.0562,18.08,92.12,65.87,148.2,32.36,0,24.31,289.1,0.1966,0.9231,0.05337,19.27,11.302,2.213,0.2119,2.812
2022-01-25,36958.32,2458.83,385.1,0.618,0.1427,1.043,1.559,107.8,0.05588,18.31,94.67,68.01,144.8,35.87,0,24.03,291.6,0.1966,0.9224,0.05363,18.15,12.135,2.223,0.2114,2.605
2022-01-24,36660.35,2439.29,371.3,0.6118,0.1373,1.065,1.506,109.5,0.05506,18.02,91.93,63.06,146.7,36.02,0,24.11,292.3,0.1978,0.9125,0.05142,18.42,10.719,2.199,0.2064,2.597
2022-01-23,36244.55,2539.01,383.9,0.6283,0.1418,1.124,1.617,112.3,0.05752,18.81,99.78,64.83,157.0,34.61,0,25.13,302.5,0.2009,0.989,0.05314,19.49,11.696,2.273,0.2225,2.784
2022-01-22,35071.42,2412.18,358.3,0.5966,0.1332,1.071,1.536,108.4,0.0568,18.27,94.54,59.78,152.2,29.24,0,24.2,291.8,0.1924,0.9514,0.05163,19.01,11.407,2.222,0.222,2.758
